0, 0.044299, -0.064802, 1.276210,0.116657, -0.091467, -0.029683, 0.988506
1, 0.044576, -0.063307, 1.275906,0.121533, -0.091472, -0.028620, 0.987949
2, 0.044913, -0.061593, 1.275578,0.126846, -0.091542, -0.027462, 0.987307
3, 0.045172, -0.060132, 1.275289,0.131241, -0.092045, -0.026674, 0.986708
4, 0.045378, -0.058742, 1.274996,0.135316, -0.091826, -0.026019, 0.986195
5, 0.045583, -0.056919, 1.274595,0.140638, -0.091806, -0.025203, 0.985473
6, 0.045734, -0.055622, 1.274319,0.144181, -0.091120, -0.024862, 0.985033
7, 0.046002, -0.054086, 1.273974,0.148738, -0.090839, -0.024228, 0.984397
8, 0.046366, -0.052456, 1.273638,0.153146, -0.090619, -0.023349, 0.983763
9, 0.046592, -0.050745, 1.273274,0.158098, -0.090629, -0.022552, 0.982997
10, 0.046686, -0.049175, 1.272955,0.162482, -0.090459, -0.021924, 0.982312
11, 0.046792, -0.047267, 1.272578,0.167917, -0.089816, -0.021168, 0.981473
12, 0.046948, -0.045312, 1.272237,0.173409, -0.089714, -0.020183, 0.980547
13, 0.047173, -0.043321, 1.271934,0.178714, -0.089235, -0.018878, 0.979664
14, 0.047296, -0.041668, 1.271702,0.183432, -0.088974, -0.017917, 0.978834
15, 0.047377, -0.039729, 1.271432,0.188756, -0.088848, -0.016783, 0.977852
16, 0.047439, -0.037852, 1.271173,0.193781, -0.088467, -0.015736, 0.976921
17, 0.047465, -0.035967, 1.270935,0.198696, -0.087862, -0.014634, 0.976005
18, 0.047532, -0.034317, 1.270745,0.202899, -0.087224, -0.013629, 0.975212
19, 0.047615, -0.032244, 1.270535,0.208506, -0.086851, -0.012075, 0.974082
20, 0.047632, -0.030742, 1.270353,0.212411, -0.086719, -0.010685, 0.973266
21, 0.047562, -0.029047, 1.270163,0.216806, -0.086259, -0.009059, 0.972354
22, 0.047489, -0.027683, 1.270000,0.220639, -0.085881, -0.007859, 0.971535
23, 0.047414, -0.026177, 1.269814,0.224494, -0.085647, -0.006485, 0.970683
24, 0.047374, -0.024746, 1.269632,0.228008, -0.085654, -0.005167, 0.969871
25, 0.047236, -0.023450, 1.269439,0.231029, -0.085403, -0.003964, 0.969183
26, 0.047072, -0.022453, 1.269291,0.233475, -0.085289, -0.003135, 0.968610
27, 0.046838, -0.021341, 1.269054,0.236199, -0.084937, -0.001961, 0.967983
28, 0.046682, -0.020057, 1.268688,0.238613, -0.085444, -0.000293, 0.967348
29, 0.046584, -0.020665, 1.267677,0.234090, -0.088553, -0.002007, 0.968172
30, 0.046319, -0.022310, 1.266587,0.227194, -0.089277, -0.002497, 0.969745
31, 0.046031, -0.023355, 1.265991,0.223300, -0.089254, -0.002777, 0.970651
32, 0.045654, -0.025206, 1.265084,0.216478, -0.089100, -0.003469, 0.972207
33, 0.045489, -0.026771, 1.264421,0.211166, -0.089262, -0.004205, 0.973357
34, 0.045361, -0.028640, 1.263552,0.204186, -0.089998, -0.004832, 0.974774
35, 0.045117, -0.030010, 1.262911,0.199228, -0.090072, -0.005372, 0.975790
36, 0.044751, -0.031524, 1.262108,0.193868, -0.090453, -0.005981, 0.976831
37, 0.044437, -0.032837, 1.261378,0.189446, -0.090734, -0.006620, 0.977667
38, 0.044297, -0.033721, 1.260912,0.186664, -0.090900, -0.006894, 0.978185
39, 0.044089, -0.034998, 1.260248,0.182062, -0.091043, -0.007268, 0.979036
40, 0.043808, -0.036512, 1.259421,0.176928, -0.091410, -0.007728, 0.979939
41, 0.043536, -0.037910, 1.258727,0.172307, -0.091454, -0.007806, 0.980758
42, 0.043163, -0.039810, 1.257807,0.166121, -0.091719, -0.008360, 0.981795
43, 0.042905, -0.041248, 1.257192,0.161795, -0.091895, -0.009048, 0.982495
44, 0.042566, -0.043284, 1.256398,0.155541, -0.091981, -0.010352, 0.983483
45, 0.042399, -0.044890, 1.255844,0.150972, -0.092674, -0.010951, 0.984124
46, 0.042277, -0.046761, 1.255241,0.145409, -0.092615, -0.011865, 0.984956
47, 0.042152, -0.048471, 1.254782,0.141214, -0.093101, -0.012626, 0.985511
48, 0.041889, -0.050556, 1.254245,0.135779, -0.093025, -0.013774, 0.986266
49, 0.041556, -0.052729, 1.253830,0.130744, -0.093037, -0.014900, 0.986929
50, 0.041349, -0.055049, 1.253582,0.125392, -0.092809, -0.015847, 0.987630
51, 0.041290, -0.057077, 1.253484,0.121216, -0.092865, -0.016562, 0.988134
52, 0.041186, -0.059806, 1.253453,0.115406, -0.093234, -0.017782, 0.988773
53, 0.040971, -0.061959, 1.253495,0.111040, -0.093084, -0.018920, 0.989266
54, 0.040660, -0.064542, 1.253639,0.106120, -0.092856, -0.020297, 0.989800
55, 0.040438, -0.066713, 1.253872,0.101534, -0.092751, -0.021381, 0.990268
56, 0.040245, -0.069284, 1.254214,0.096510, -0.092437, -0.022705, 0.990770
57, 0.040123, -0.071955, 1.254628,0.091493, -0.092870, -0.024021, 0.991175
58, 0.039974, -0.074194, 1.255039,0.086817, -0.092881, -0.025015, 0.991570
59, 0.039630, -0.077018, 1.255585,0.081673, -0.092325, -0.026315, 0.992025
60, 0.039406, -0.079292, 1.256061,0.077329, -0.092163, -0.027403, 0.992358
61, 0.039258, -0.081904, 1.256669,0.072366, -0.091914, -0.028632, 0.992721
62, 0.039188, -0.083977, 1.257227,0.068527, -0.092012, -0.029619, 0.992955
63, 0.039070, -0.086484, 1.257890,0.064096, -0.092247, -0.030863, 0.993192
64, 0.038922, -0.088298, 1.258395,0.061419, -0.092325, -0.031906, 0.993321
65, 0.038826, -0.090210, 1.258926,0.058313, -0.092089, -0.032992, 0.993494
66, 0.038759, -0.092770, 1.259662,0.054024, -0.092298, -0.034388, 0.993670
67, 0.038711, -0.094545, 1.260216,0.051190, -0.092044, -0.035449, 0.993806
68, 0.038632, -0.096371, 1.260768,0.048579, -0.092051, -0.036663, 0.993893
69, 0.038494, -0.098912, 1.261546,0.044800, -0.091894, -0.038022, 0.994034
70, 0.038392, -0.100723, 1.262134,0.041931, -0.091648, -0.039041, 0.994142
71, 0.038304, -0.102747, 1.262789,0.039378, -0.091396, -0.040150, 0.994225
72, 0.038325, -0.104471, 1.263412,0.037321, -0.091320, -0.041025, 0.994276
73, 0.038391, -0.106689, 1.264208,0.034788, -0.091397, -0.042049, 0.994318
74, 0.038387, -0.108288, 1.264762,0.033227, -0.091488, -0.042757, 0.994333
75, 0.038362, -0.110180, 1.265413,0.031305, -0.091192, -0.043770, 0.994378
76, 0.038405, -0.112024, 1.266067,0.029474, -0.091186, -0.044663, 0.994395
77, 0.038505, -0.113841, 1.266711,0.027788, -0.091236, -0.045441, 0.994404
78, 0.038548, -0.115407, 1.267259,0.026485, -0.091506, -0.046104, 0.994384
79, 0.038563, -0.117201, 1.267860,0.024504, -0.091069, -0.046913, 0.994437
80, 0.038521, -0.118857, 1.268377,0.022835, -0.091134, -0.047810, 0.994428
81, 0.038493, -0.121182, 1.269113,0.020050, -0.090867, -0.048953, 0.994457
82, 0.038554, -0.122842, 1.269662,0.018138, -0.090903, -0.049686, 0.994454
83, 0.038543, -0.124745, 1.270255,0.016084, -0.090956, -0.050517, 0.994443
84, 0.038511, -0.126359, 1.270765,0.014322, -0.090795, -0.051195, 0.994450
85, 0.038450, -0.128214, 1.271361,0.012565, -0.090687, -0.051908, 0.994446
86, 0.038461, -0.130296, 1.272005,0.010277, -0.090578, -0.052853, 0.994433
87, 0.038445, -0.131848, 1.272524,0.008669, -0.090581, -0.053403, 0.994418
88, 0.038388, -0.133692, 1.273097,0.006675, -0.090182, -0.054058, 0.994435
89, 0.038247, -0.135282, 1.273565,0.004735, -0.090075, -0.054516, 0.994431
90, 0.038067, -0.137378, 1.274240,0.002377, -0.089341, -0.054324, 0.994516
91, 0.037904, -0.138915, 1.274698,0.000648, -0.088588, -0.054225, 0.994591
92, 0.037752, -0.140677, 1.275271,-0.001081, -0.088771, -0.054867, 0.994539
93, 0.037697, -0.142066, 1.275753,-0.002652, -0.088979, -0.055293, 0.994494
94, 0.037649, -0.143618, 1.276302,-0.004067, -0.089484, -0.055826, 0.994414
95, 0.037493, -0.144942, 1.276731,-0.005147, -0.089608, -0.056540, 0.994358
96, 0.037236, -0.146678, 1.277270,-0.007220, -0.089465, -0.057360, 0.994311
97, 0.037013, -0.147880, 1.277646,-0.008410, -0.089339, -0.057968, 0.994277
98, 0.036775, -0.149309, 1.278088,-0.010271, -0.089297, -0.058889, 0.994210
99, 0.036602, -0.150497, 1.278444,-0.011662, -0.089472, -0.059479, 0.994143
100, 0.036364, -0.151882, 1.278875,-0.013345, -0.089660, -0.060458, 0.994046
101, 0.035926, -0.153892, 1.279376,-0.016527, -0.089765, -0.062150, 0.993885
102, 0.035523, -0.155665, 1.279690,-0.019924, -0.090628, -0.064628, 0.993586
103, 0.034973, -0.157394, 1.279827,-0.023805, -0.090968, -0.067499, 0.993278
104, 0.034410, -0.158737, 1.279781,-0.027612, -0.090901, -0.070029, 0.993011
105, 0.033812, -0.159985, 1.279576,-0.031629, -0.090681, -0.072676, 0.992721
106, 0.033130, -0.160804, 1.279042,-0.034811, -0.090517, -0.076003, 0.992380
107, 0.032174, -0.161397, 1.278372,-0.037775, -0.089514, -0.079211, 0.992112
108, 0.031226, -0.162136, 1.277709,-0.042300, -0.088998, -0.082833, 0.991680
109, 0.030278, -0.162563, 1.276866,-0.046422, -0.088377, -0.086349, 0.991251
110, 0.029034, -0.162804, 1.275902,-0.050611, -0.087241, -0.090291, 0.990795
111, 0.028264, -0.162518, 1.275063,-0.052903, -0.086994, -0.093619, 0.990388
112, 0.027270, -0.162170, 1.274141,-0.055564, -0.086155, -0.096918, 0.989998
113, 0.026217, -0.161316, 1.272978,-0.057403, -0.084973, -0.100079, 0.989681
114, 0.025398, -0.159974, 1.271840,-0.056947, -0.083939, -0.102626, 0.989535
115, 0.024896, -0.158724, 1.270969,-0.056012, -0.083554, -0.104603, 0.989414
116, 0.024618, -0.157866, 1.270427,-0.054877, -0.083469, -0.105695, 0.989368
117, 0.024307, -0.156696, 1.269754,-0.053181, -0.083124, -0.106873, 0.989364
118, 0.023947, -0.155283, 1.268969,-0.050865, -0.083024, -0.107929, 0.989379
119, 0.023767, -0.154211, 1.268399,-0.049328, -0.082829, -0.108091, 0.989456
120, 0.023672, -0.152870, 1.267779,-0.047239, -0.082835, -0.108118, 0.989554
121, 0.023423, -0.151603, 1.267140,-0.044907, -0.082987, -0.108530, 0.989605
122, 0.023246, -0.150437, 1.266579,-0.042785, -0.082844, -0.108931, 0.989667
123, 0.023049, -0.149101, 1.265983,-0.040671, -0.082970, -0.109286, 0.989706
